CATEGORY*,START*,STOP*,MILES*,PURPOSE*,START_DATE,START_TIME,END_DATE,END_TIME,Weekday,Duration
Business,Metairie,New Orleans,8.5,Meeting,2016-07-09,10:15:00,2016-07-09,10:33:00,5,18.0
Business,CBD,St Thomas,1.3,Meeting,2016-07-10,14:10:00,2016-07-10,14:17:00,6,7.0
Business,St Thomas,CBD,1.8,Meeting,2016-07-10,16:04:00,2016-07-10,16:15:00,6,11.0
Business,New Orleans,Kenner,13.6,Meeting,2016-07-10,18:05:00,2016-07-10,18:21:00,6,16.0
Business,Kenner,New Orleans,13.4,Meeting,2016-07-10,19:51:00,2016-07-10,20:08:00,6,17.0
Business,New Orleans,Kenner,12.3,Meeting,2016-07-12,16:10:00,2016-07-12,16:45:00,1,35.0
Personal,Kenner,Kenner,1.4,Meeting,2016-07-12,19:21:00,2016-07-12,19:26:00,1,5.0
Personal,Morrisville,Cary,8.7,Meeting,2016-07-12,23:47:00,2016-07-13,00:11:00,1,24.0
Personal,Cary,Morrisville,23.5,Meeting,2016-07-13,12:39:00,2016-07-13,13:20:00,2,41.0
Personal,Morrisville,Morrisville,2.2,Meeting,2016-07-13,13:25:00,2016-07-13,13:39:00,2,14.0
Personal,Morrisville,Cary,4.4,Meeting,2016-07-13,13:42:00,2016-07-13,13:54:00,2,12.0
Personal,Cary,Morrisville,3.3,Meeting,2016-07-14,15:51:00,2016-07-14,15:59:00,3,8.0
Business,Morrisville,Morrisville,11.8,Errand/Supplies,2016-07-14,16:03:00,2016-07-14,16:34:00,3,31.0
Business,Morrisville,Banner Elk,195.3,Meeting,2016-07-14,16:39:00,2016-07-14,20:05:00,3,206.0
Personal,Banner Elk,Banner Elk,8.3,Meeting,2016-07-15,11:32:00,2016-07-15,11:53:00,4,21.0
Personal,Banner Elk,Banner Elk,3.2,Meeting,2016-07-15,12:09:00,2016-07-15,12:19:00,4,10.0
Personal,Banner Elk,Elk Park,22.4,Meeting,2016-07-15,12:35:00,2016-07-15,13:15:00,4,40.0
Personal,Elk Park,Banner Elk,12.2,Meeting,2016-07-15,15:03:00,2016-07-15,15:33:00,4,30.0
Personal,Banner Elk,Banner Elk,4.5,Meeting,2016-07-15,15:40:00,2016-07-15,15:52:00,4,12.0
Personal,Banner Elk,Newland,28.1,Meeting,2016-07-16,13:14:00,2016-07-16,14:10:00,5,56.0
Personal,Newland,Newland,3.8,Meeting,2016-07-16,14:14:00,2016-07-16,14:30:00,5,16.0
Personal,Newland,Boone,41.9,Meeting,2016-07-16,15:29:00,2016-07-16,16:57:00,5,88.0
Personal,Boone,Banner Elk,23.8,Meeting,2016-07-16,19:42:00,2016-07-16,20:35:00,5,53.0
Personal,Banner Elk,Banner Elk,13.0,Meeting,2016-07-16,21:45:00,2016-07-16,22:18:00,5,33.0
Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,2016-07-16,22:50:00,2016-07-16,23:03:00,5,13.0
Personal,Banner Elk,Boone,15.1,Charity ($),2016-07-17,11:23:00,2016-07-17,11:50:00,6,27.0
Personal,Boone,Cary,180.2,Commute,2016-07-17,12:20:00,2016-07-17,15:25:00,6,185.0
Personal,Cary,Morrisville,4.1,Moving,2016-07-18,10:37:00,2016-07-18,10:49:00,0,12.0
Personal,Morrisville,Cary,6.1,Moving,2016-07-18,10:54:00,2016-07-18,11:15:00,0,21.0
Personal,Northwoods,Preston,3.3,Moving,2016-07-18,11:25:00,2016-07-18,11:36:00,0,11.0
Personal,Preston,Whitebridge,4.7,Moving,2016-07-18,11:40:00,2016-07-18,11:56:00,0,16.0
Business,Cary,Apex,7.2,Meeting,2016-07-18,17:12:00,2016-07-18,17:33:00,0,21.0
Business,Apex,Cary,5.5,Meal/Entertain,2016-07-18,18:32:00,2016-07-18,18:47:00,0,15.0
Business,Cary,Morrisville,3.3,Meal/Entertain,2016-07-18,19:07:00,2016-07-18,19:14:00,0,7.0
Business,Hazelwood,Weston,0.9,Errand/Supplies,2016-07-18,20:28:00,2016-07-18,20:32:00,0,4.0
Business,Morrisville,Cary,3.8,Meal/Entertain,2016-07-18,21:11:00,2016-07-18,21:19:00,0,8.0
Business,Whitebridge,Stonewater,6.4,Customer Visit,2016-07-19,10:35:00,2016-07-19,10:51:00,1,16.0
Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,2016-07-19,10:56:00,2016-07-19,11:11:00,1,15.0
Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,2016-07-19,11:30:00,2016-07-19,12:00:00,1,30.0
Business,Whitebridge,Chessington,3.9,Errand/Supplies,2016-07-19,17:14:00,2016-07-19,17:24:00,1,10.0
Personal,Chessington,Whitebridge,4.8,Meeting,2016-07-19,17:50:00,2016-07-19,18:08:00,1,18.0
Personal,Whitebridge,Edgehill Farms,2.8,Meeting,2016-07-20,17:12:00,2016-07-20,17:24:00,2,12.0
Personal,Edgehill Farms,Preston,1.4,Meeting,2016-07-20,17:50:00,2016-07-20,17:57:00,2,7.0
Personal,Preston,Whitebridge,1.4,Meeting,2016-07-20,18:16:00,2016-07-20,18:20:00,2,4.0
Business,Whitebridge,Edgehill Farms,2.7,Meeting,2016-07-21,17:17:00,2016-07-21,17:23:00,3,6.0
Business,Edgehill Farms,Burtrose,2.3,Meeting,2016-07-21,17:42:00,2016-07-21,17:51:00,3,9.0
Business,Cary,Morrisville,3.7,Meeting,2016-07-21,18:27:00,2016-07-21,18:42:00,3,15.0
Business,Morrisville,Cary,2.9,Meeting,2016-07-21,19:30:00,2016-07-21,19:39:00,3,9.0
Business,Cary,Morrisville,3.8,Meeting,2016-07-22,10:42:00,2016-07-22,10:53:00,4,11.0
Business,Morrisville,Cary,5.1,Meeting,2016-07-22,11:11:00,2016-07-22,11:25:00,4,14.0
Business,Hazelwood,Lexington Park at Amberly,9.1,Meeting,2016-07-22,11:37:00,2016-07-22,12:00:00,4,23.0
Business,Cary,Durham,8.0,Meeting,2016-07-22,12:14:00,2016-07-22,12:31:00,4,17.0
Business,Durham,Cary,9.9,Meeting,2016-07-22,13:21:00,2016-07-22,13:42:00,4,21.0
Business,Cary,Morrisville,6.1,Meal/Entertain,2016-07-22,14:27:00,2016-07-22,14:43:00,4,16.0
Business,Morrisville,Cary,12.2,Meeting,2016-07-22,15:49:00,2016-07-22,16:22:00,4,33.0
Business,Wayne Ridge,Whitebridge,8.0,Meeting,2016-07-22,18:33:00,2016-07-22,18:51:00,4,18.0
Business,Cary,Morrisville,4.0,Meeting,2016-07-23,14:27:00,2016-07-23,14:44:00,5,17.0
Business,Morrisville,Cary,9.5,Meeting,2016-07-23,14:48:00,2016-07-23,15:12:00,5,24.0
Business,Cary,Morrisville,3.0,Meeting,2016-07-23,15:15:00,2016-07-23,15:27:00,5,12.0
Business,Morrisville,Cary,6.3,Meeting,2016-07-23,15:50:00,2016-07-23,16:10:00,5,20.0
Business,Cary,Durham,10.4,Meeting,2016-07-23,20:17:00,2016-07-23,20:33:00,5,16.0
Business,Durham,Cary,9.9,Meeting,2016-07-23,23:18:00,2016-07-23,23:43:00,5,25.0
Business,Whitebridge,Parkway,1.5,Meeting,2016-07-25,10:35:00,2016-07-25,10:41:00,0,6.0
Business,Cary,Morrisville,4.9,Meeting,2016-07-25,10:47:00,2016-07-25,10:58:00,0,11.0
Business,Morrisville,Cary,7.9,Meeting,2016-07-25,11:04:00,2016-07-25,11:33:00,0,29.0
Business,Parkway,Whitebridge,1.7,Meeting,2016-07-25,11:37:00,2016-07-25,11:44:00,0,7.0
Business,Whitebridge,Westpark Place,2.2,Meeting,2016-07-26,15:43:00,2016-07-26,15:49:00,1,6.0
Business,Westpark Place,Whitebridge,2.1,Meeting,2016-07-26,17:14:00,2016-07-26,17:24:00,1,10.0
Business,Cary,Morrisville,2.5,Meal/Entertain,2016-07-26,20:52:00,2016-07-26,21:00:00,1,8.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-07-26,22:31:00,2016-07-26,22:39:00,1,8.0
Business,Cary,Morrisville,2.8,Meeting,2016-07-27,19:08:00,2016-07-27,19:20:00,2,12.0
Business,Morrisville,Raleigh,14.7,Meeting,2016-07-27,21:34:00,2016-07-27,21:57:00,2,23.0
Business,Raleigh,Morrisville,14.6,Meeting,2016-07-27,22:00:00,2016-07-27,22:26:00,2,26.0
Business,Morrisville,Cary,2.3,Meeting,2016-07-28,00:04:00,2016-07-28,00:09:00,3,5.0
Business,Whitebridge,Westpark Place,2.2,Meeting,2016-07-29,15:45:00,2016-07-29,15:47:00,4,2.0
Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,2016-07-29,17:27:00,2016-07-29,17:45:00,4,18.0
Business,Cary,Durham,14.0,Meeting,2016-07-30,17:02:00,2016-07-30,17:27:00,5,25.0
Business,Durham,Cary,13.3,Meeting,2016-07-30,21:16:00,2016-07-30,21:41:00,5,25.0
Business,Westpark Place,Whitebridge,1.8,Meeting,2016-07-31,17:30:00,2016-07-31,17:37:00,6,7.0
Business,Whitebridge,Arlington Park at Amberly,6.2,Meeting,2016-08-01,12:47:00,2016-08-01,13:04:00,0,17.0
Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,Meeting,2016-08-01,13:08:00,2016-08-01,13:19:00,0,11.0
Business,Lexington Park at Amberly,Westpark Place,1.9,Meeting,2016-08-01,13:28:00,2016-08-01,13:46:00,0,18.0
Business,Cary,Apex,6.9,Meeting,2016-08-01,13:52:00,2016-08-01,14:14:00,0,22.0
Business,Apex,Cary,4.6,Meeting,2016-08-01,15:40:00,2016-08-01,15:47:00,0,7.0
Business,Whitebridge,Edgehill Farms,2.8,Meeting,2016-08-01,16:18:00,2016-08-01,16:25:00,0,7.0
Business,Cary,Morrisville,9.1,Meeting,2016-08-01,16:29:00,2016-08-01,16:59:00,0,30.0
Business,Morrisville,Cary,8.1,Meeting,2016-08-01,17:23:00,2016-08-01,17:55:00,0,32.0
Business,Cary,Morrisville,8.4,Meeting,2016-08-02,08:11:00,2016-08-02,08:32:00,1,21.0
Business,Arlington,Washington,4.9,Meeting,2016-08-02,11:51:00,2016-08-02,12:15:00,1,24.0
Business,Kalorama Triangle,K Street,1.0,Meeting,2016-08-02,19:15:00,2016-08-02,19:23:00,1,8.0
Business,K Street,Kalorama Triangle,1.0,Meeting,2016-08-02,21:23:00,2016-08-02,21:29:00,1,6.0
Business,West End,Northwest Rectangle,2.0,Meeting,2016-08-03,12:46:00,2016-08-03,13:00:00,2,14.0
Business,K Street,Kalorama Triangle,1.1,Meeting,2016-08-03,14:59:00,2016-08-03,15:03:00,2,4.0
Business,Kalorama Triangle,Downtown,1.5,Meeting,2016-08-03,16:00:00,2016-08-03,16:04:00,2,4.0
Business,Connecticut Avenue,Kalorama Triangle,1.3,Meeting,2016-08-05,17:23:00,2016-08-05,17:30:00,4,7.0
Business,Kalorama Triangle,Columbia Heights,1.8,Meeting,2016-08-05,18:17:00,2016-08-05,18:21:00,4,4.0
Business,Columbia Heights,Kalorama Triangle,1.5,Meeting,2016-08-05,19:17:00,2016-08-05,19:27:00,4,10.0
Business,Washington,Arlington,6.6,Meeting,2016-08-06,06:40:00,2016-08-06,06:58:00,5,18.0
Business,Morrisville,Cary,8.0,Meeting,2016-08-06,09:31:00,2016-08-06,09:53:00,5,22.0
Business,Whitebridge,Edgehill Farms,2.7,Meeting,2016-08-07,17:14:00,2016-08-07,17:23:00,6,9.0
Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-07,17:28:00,2016-08-07,17:43:00,6,15.0
Business,Cary,Morrisville,2.5,Meeting,2016-08-07,18:17:00,2016-08-07,18:23:00,6,6.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-08-07,20:15:00,2016-08-07,20:23:00,6,8.0
Business,Whitebridge,Farmington Woods,5.2,Meeting,2016-08-08,16:17:00,2016-08-08,16:31:00,0,14.0
Business,Farmington Woods,Edgehill Farms,4.0,Meeting,2016-08-08,16:37:00,2016-08-08,16:50:00,0,13.0
Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-08,17:02:00,2016-08-08,17:13:00,0,11.0
Business,Cary,Morrisville,4.8,Meeting,2016-08-08,21:50:00,2016-08-08,22:15:00,0,25.0
Business,Morrisville,Cary,3.2,Customer Visit,2016-08-08,23:28:00,2016-08-08,23:37:00,0,9.0
Business,Whitebridge,Waverly Place,6.9,Meeting,2016-08-09,14:20:00,2016-08-09,14:38:00,1,18.0
Business,Cary,Raleigh,14.9,Meeting,2016-08-09,15:15:00,2016-08-09,15:36:00,1,21.0
Business,Raleigh,Cary,17.4,Meeting,2016-08-09,16:04:00,2016-08-09,16:37:00,1,33.0
Business,Cary,Durham,12.9,Meeting,2016-08-10,16:56:00,2016-08-10,17:24:00,2,28.0
Business,Durham,Apex,15.3,Meeting,2016-08-10,17:53:00,2016-08-10,18:28:00,2,35.0
Business,Apex,Apex,1.0,Meeting,2016-08-10,18:49:00,2016-08-10,18:50:00,2,1.0
Business,Apex,Cary,6.0,Meeting,2016-08-10,19:47:00,2016-08-10,20:02:00,2,15.0
Business,Whitebridge,Heritage Pines,2.2,Meeting,2016-08-11,12:53:00,2016-08-11,13:00:00,3,7.0
Business,Heritage Pines,Edgehill Farms,4.4,Meeting,2016-08-11,13:14:00,2016-08-11,13:28:00,3,14.0
Business,Edgehill Farms,Whitebridge,2.8,Meeting,2016-08-11,13:32:00,2016-08-11,13:42:00,3,10.0
Business,Cary,Wake Forest,31.7,Meeting,2016-08-11,18:37:00,2016-08-11,19:29:00,3,52.0
Business,Wake Forest,Cary,31.9,Meeting,2016-08-11,20:59:00,2016-08-11,21:44:00,3,45.0
Business,Whitebridge,Westpark Place,1.9,Meeting,2016-08-12,18:49:00,2016-08-12,18:52:00,4,3.0
Business,Westpark Place,Whitebridge,1.8,Meeting,2016-08-12,18:56:00,2016-08-12,19:05:00,4,9.0
Business,Cary,Morrisville,8.4,Meeting,2016-08-13,15:35:00,2016-08-13,15:58:00,5,23.0
Business,Morrisville,Morrisville,6.2,Meeting,2016-10-15,22:28:00,2016-10-15,22:48:00,5,20.0
Business,Morrisville,Cary,3.1,Meeting,2016-10-16,00:01:00,2016-10-16,00:14:00,6,13.0
Business,Cary,Durham,10.5,Meeting,2016-10-16,12:52:00,2016-10-16,13:11:00,6,19.0
Business,Durham,Morrisville,8.1,Meeting,2016-10-16,14:40:00,2016-10-16,15:01:00,6,21.0
Business,Morrisville,Cary,3.1,Meeting,2016-10-16,15:10:00,2016-10-16,15:19:00,6,9.0
Business,Whitebridge,Parkway,2.1,Meeting,2016-10-16,19:27:00,2016-10-16,19:33:00,6,6.0
Business,Cary,Morrisville,4.3,Meeting,2016-10-16,20:30:00,2016-10-16,20:39:00,6,9.0
Business,Morrisville,Cary,2.5,Meal/Entertain,2016-10-16,21:34:00,2016-10-16,21:41:00,6,7.0
Business,Cary,Raleigh,20.6,Meeting,2016-10-17,15:19:00,2016-10-17,15:57:00,0,38.0
Business,Raleigh,Cary,17.6,Meeting,2016-10-17,16:29:00,2016-10-17,17:11:00,0,42.0
Business,Cary,Apex,5.6,Meeting,2016-10-17,18:02:00,2016-10-17,18:16:00,0,14.0
Business,Apex,Apex,3.3,Meeting,2016-10-17,18:31:00,2016-10-17,18:45:00,0,14.0
Business,Apex,Cary,5.3,Meeting,2016-10-17,19:08:00,2016-10-17,19:25:00,0,17.0
Business,Whitebridge,Edgehill Farms,3.3,Meeting,2016-10-18,08:12:00,2016-10-18,08:22:00,1,10.0
Business,Edgehill Farms,Whitebridge,3.3,Meeting,2016-10-18,08:53:00,2016-10-18,09:02:00,1,9.0
Business,Cary,Morrisville,7.9,Temporary Site,2016-10-18,10:41:00,2016-10-18,11:09:00,1,28.0
Business,Oakland,Emeryville,13.0,Meeting,2016-10-18,18:12:00,2016-10-18,18:33:00,1,21.0
Business,Emeryville,Berkeley,3.0,Meeting,2016-10-18,19:03:00,2016-10-18,19:13:00,1,10.0
Business,Berkeley,Emeryville,3.0,Meeting,2016-10-18,20:31:00,2016-10-18,20:37:00,1,6.0
Business,Emeryville,Oakland,3.8,Meeting,2016-10-19,09:33:00,2016-10-19,09:47:00,2,14.0
Business,Oakland,San Francisco,9.5,Meeting,2016-10-19,09:54:00,2016-10-19,10:21:00,2,27.0
Business,SOMISSPO,French Quarter,1.7,Meeting,2016-10-19,13:45:00,2016-10-19,13:56:00,2,11.0
Business,San Francisco,Berkeley,10.8,Meeting,2016-10-19,14:02:00,2016-10-19,14:31:00,2,29.0
Business,West Berkeley,North Berkeley Hills,4.1,Meeting,2016-10-19,15:44:00,2016-10-19,16:02:00,2,18.0
Business,North Berkeley Hills,Southside,2.2,Meeting,2016-10-19,16:06:00,2016-10-19,16:19:00,2,13.0
Business,Berkeley,Emeryville,4.6,Meeting,2016-10-19,16:33:00,2016-10-19,17:01:00,2,28.0
Business,Emeryville,Berkeley,3.1,Meeting,2016-10-20,11:26:00,2016-10-20,11:34:00,3,8.0
Business,Berkeley,San Jose,47.7,Meeting,2016-10-20,12:19:00,2016-10-20,13:17:00,3,58.0
Business,San Jose,Emeryville,44.6,Meeting,2016-10-20,20:44:00,2016-10-20,21:37:00,3,53.0
Business,Emeryville,Oakland,13.2,Meeting,2016-10-21,10:06:00,2016-10-21,10:21:00,4,15.0
Business,Morrisville,Cary,8.7,Meeting,2016-10-22,00:54:00,2016-10-22,01:09:00,5,15.0
Business,Cary,Raleigh,17.2,Meeting,2016-10-22,13:26:00,2016-10-22,14:03:00,5,37.0
Business,Raleigh,Cary,14.0,Meeting,2016-10-22,17:08:00,2016-10-22,17:55:00,5,47.0
Business,Cary,Raleigh,28.1,Meeting,2016-10-23,09:24:00,2016-10-23,10:05:00,6,41.0
Business,Raleigh,Cary,28.2,Meeting,2016-10-23,12:17:00,2016-10-23,12:59:00,6,42.0
Business,Cary,Morrisville,3.1,Meal/Entertain,2016-10-23,19:04:00,2016-10-23,19:14:00,6,10.0
Business,Morrisville,Cary,3.1,Customer Visit,2016-10-23,21:10:00,2016-10-23,21:25:00,6,15.0
Business,Cary,Durham,16.4,Meeting,2016-10-24,14:57:00,2016-10-24,15:26:00,0,29.0
Business,Durham,Morrisville,15.4,Meeting,2016-10-24,15:33:00,2016-10-24,16:13:00,0,40.0
Business,Morrisville,Cary,2.2,Meeting,2016-10-24,16:34:00,2016-10-24,16:41:00,0,7.0
Business,Cary,Apex,11.2,Meeting,2016-10-25,13:27:00,2016-10-25,14:08:00,1,41.0
Business,Apex,Eagle Rock,2.2,Meeting,2016-10-25,15:04:00,2016-10-25,15:11:00,1,7.0
Business,Eagle Rock,Cary,3.6,Meeting,2016-10-25,15:16:00,2016-10-25,15:33:00,1,17.0
Business,Whitebridge,Savon Height,3.6,Meal/Entertain,2016-10-25,20:00:00,2016-10-25,20:11:00,1,11.0
Business,Savon Height,Parkway,4.9,Meeting,2016-10-25,20:54:00,2016-10-25,21:03:00,1,9.0
Business,Parkway,Whitebridge,8.7,Errand/Supplies,2016-10-25,22:24:00,2016-10-25,22:45:00,1,21.0
Business,Whitebridge,Parkway,2.1,Meeting,2016-10-26,19:25:00,2016-10-26,19:31:00,2,6.0
Business,Parkway,Whitebridge,2.1,Meeting,2016-10-26,20:53:00,2016-10-26,21:03:00,2,10.0
Business,Cary,Morrisville,8.4,Meeting,2016-10-27,18:51:00,2016-10-27,19:16:00,3,25.0
Business,Morrisville,Morrisville,5.9,Meeting,2016-10-27,19:20:00,2016-10-27,19:35:00,3,15.0
Business,Huntington Woods,Huntington Woods,12.1,Meeting,2016-10-27,19:52:00,2016-10-27,20:21:00,3,29.0
Business,Huntington Woods,Weston,3.9,Meeting,2016-10-27,20:47:00,2016-10-27,20:54:00,3,7.0
Business,Morrisville,Cary,6.2,Meeting,2016-10-27,21:26:00,2016-10-27,21:48:00,3,22.0
Business,Cary,Durham,10.4,Meeting,2016-10-28,11:34:00,2016-10-28,11:52:00,4,18.0
Business,Durham,Cary,9.9,Meeting,2016-10-28,13:06:00,2016-10-28,13:36:00,4,30.0
Business,Cary,Winston Salem,107.0,Meeting,2016-10-28,15:53:00,2016-10-28,17:59:00,4,126.0
Business,Winston Salem,Asheville,133.6,Meeting,2016-10-28,18:13:00,2016-10-28,20:07:00,4,114.0
Business,Asheville,Topton,91.8,Meeting,2016-10-28,20:13:00,2016-10-28,22:00:00,4,107.0
Business,Topton,Hayesville,40.7,Meeting,2016-10-29,15:22:00,2016-10-29,17:05:00,5,103.0
Business,Hayesville,Topton,75.7,Meeting,2016-10-29,17:13:00,2016-10-29,19:19:00,5,126.0
Business,Topton,Bryson City,29.8,Meeting,2016-10-30,07:49:00,2016-10-30,08:30:00,6,41.0
Business,Bryson City,Bryson City,16.3,Meeting,2016-10-30,09:07:00,2016-10-30,10:09:00,6,62.0
Business,Bryson City,Bryson City,6.5,Meeting,2016-10-30,10:11:00,2016-10-30,10:38:00,6,27.0
Business,Bryson City,Bryson City,6.3,Meeting,2016-10-30,10:51:00,2016-10-30,11:21:00,6,30.0
Business,Bryson City,Almond,6.6,Meeting,2016-10-30,12:24:00,2016-10-30,12:35:00,6,11.0
Business,Almond,Bryson City,15.2,Meeting,2016-10-30,12:58:00,2016-10-30,13:18:00,6,20.0
Business,Bryson City,Asheville,68.4,Meeting,2016-10-30,13:24:00,2016-10-30,14:37:00,6,73.0
Business,Asheville,Mebane,195.9,Meeting,2016-10-30,15:22:00,2016-10-30,18:23:00,6,181.0
Business,Mebane,Cary,45.2,Meeting,2016-10-30,18:26:00,2016-10-30,19:39:00,6,73.0
Business,Cary,Morrisville,3.2,Meeting,2016-10-31,18:11:00,2016-10-31,18:20:00,0,9.0
Business,Morrisville,Raleigh,10.3,Meeting,2016-10-31,18:47:00,2016-10-31,19:16:00,0,29.0
Business,Raleigh,Cary,13.1,Meeting,2016-10-31,20:18:00,2016-10-31,20:44:00,0,26.0
Business,Savon Height,Whitebridge,9.6,Errand/Supplies,2016-10-31,21:45:00,2016-10-31,22:10:00,0,25.0
Business,Cary,Durham,16.5,Meeting,2016-11-01,11:50:00,2016-11-01,12:27:00,1,37.0
Business,Durham,Cary,12.8,Meeting,2016-11-01,16:29:00,2016-11-01,17:02:00,1,33.0
Business,Whitebridge,Whitebridge,1.2,Meeting,2016-11-01,17:35:00,2016-11-01,17:42:00,1,7.0
Business,Whitebridge,Whitebridge,1.0,Meeting,2016-11-01,19:14:00,2016-11-01,19:20:00,1,6.0
Business,Whitebridge,Whitebridge,4.1,Meeting,2016-11-01,19:59:00,2016-11-01,20:12:00,1,13.0
Business,Whitebridge,Whitebridge,4.2,Meal/Entertain,2016-11-01,20:41:00,2016-11-01,20:55:00,1,14.0
Business,Whitebridge,Westpark Place,1.4,Meeting,2016-11-02,15:10:00,2016-11-02,15:18:00,2,8.0
Business,Westpark Place,Whitebridge,1.8,Meeting,2016-11-02,15:45:00,2016-11-02,15:52:00,2,7.0
Business,Cary,Morrisville,8.5,Meeting,2016-11-02,16:46:00,2016-11-02,17:11:00,2,25.0
Business,Morrisville,Morrisville,5.0,Meeting,2016-11-02,17:34:00,2016-11-02,17:49:00,2,15.0
Business,Morrisville,Cary,3.8,Meeting,2016-11-02,17:53:00,2016-11-02,18:00:00,2,7.0
Business,Whitebridge,Hazelwood,2.5,Meeting,2016-11-03,11:28:00,2016-11-03,11:34:00,3,6.0
Business,Hazelwood,Whitebridge,2.4,Meeting,2016-11-03,12:43:00,2016-11-03,12:49:00,3,6.0
Business,Whitebridge,Westpark Place,1.4,Meeting,2016-11-03,13:42:00,2016-11-03,13:47:00,3,5.0
Business,Westpark Place,Whitebridge,1.8,Meeting,2016-11-03,14:13:00,2016-11-03,14:26:00,3,13.0
Business,Cary,Morrisville,3.1,Meal/Entertain,2016-11-03,18:51:00,2016-11-03,19:08:00,3,17.0
Business,Morrisville,Cary,3.1,Customer Visit,2016-11-03,22:46:00,2016-11-03,22:58:00,3,12.0
Business,Cary,Morrisville,7.9,Temporary Site,2016-11-04,10:02:00,2016-11-04,10:18:00,4,16.0
Business,San Jose,Santa Clara,3.8,Meeting,2016-11-04,18:14:00,2016-11-04,18:21:00,4,7.0
Business,Agnew,Cory,4.3,Meeting,2016-11-04,21:04:00,2016-11-04,21:20:00,4,16.0
Business,Cory,Agnew,3.9,Meeting,2016-11-04,22:12:00,2016-11-04,22:25:00,4,13.0
Business,Agnew,Renaissance,2.2,Meeting,2016-11-05,08:34:00,2016-11-05,08:43:00,5,9.0
Business,Renaissance,Agnew,2.8,Meeting,2016-11-05,17:29:00,2016-11-05,17:40:00,5,11.0
Business,Agnew,Agnew,2.2,Meeting,2016-11-05,19:20:00,2016-11-05,19:28:00,5,8.0
Business,Agnew,Renaissance,2.4,Meeting,2016-11-06,10:50:00,2016-11-06,11:04:00,6,14.0
Business,Renaissance,Agnew,2.8,Meeting,2016-11-06,16:05:00,2016-11-06,16:22:00,6,17.0
Business,Santa Clara,Berkeley,43.9,Customer Visit,2016-11-06,16:27:00,2016-11-06,17:28:00,6,61.0
Business,Downtown,West Berkeley,1.8,Meeting,2016-11-06,19:04:00,2016-11-06,19:12:00,6,8.0
Business,West Berkeley,Central,3.3,Meeting,2016-11-06,20:06:00,2016-11-06,20:21:00,6,15.0
Business,Berkeley,San Francisco,11.8,Between Offices,2016-11-07,12:28:00,2016-11-07,12:57:00,0,29.0
Business,San Francisco,Berkeley,13.2,Between Offices,2016-11-07,19:17:00,2016-11-07,19:57:00,0,40.0
Business,Berkeley,San Francisco,12.2,Between Offices,2016-11-08,10:29:00,2016-11-08,10:57:00,1,28.0
Business,San Francisco,Berkeley,11.3,Meeting,2016-11-08,12:16:00,2016-11-08,12:49:00,1,33.0
Business,Berkeley,Emeryville,3.6,Meeting,2016-11-08,13:41:00,2016-11-08,14:01:00,1,20.0
Business,Emeryville,Berkeley,3.0,Meeting,2016-11-08,16:21:00,2016-11-08,16:34:00,1,13.0
Business,Berkeley,San Francisco,11.4,Meeting,2016-11-09,13:08:00,2016-11-09,13:41:00,2,33.0
Business,NOMA,Downtown,0.9,Meeting,2016-11-09,15:58:00,2016-11-09,16:04:00,2,6.0
Business,Downtown,Sunnyside,6.2,Meeting,2016-11-09,17:31:00,2016-11-09,18:03:00,2,32.0
Business,Sunnyside,Ingleside,0.7,Meeting,2016-11-09,18:09:00,2016-11-09,18:14:00,2,5.0
Business,Ingleside,Potrero Flats,5.5,Meeting,2016-11-09,18:21:00,2016-11-09,18:35:00,2,14.0
Business,San Francisco,Oakland,12.7,Customer Visit,2016-11-09,18:40:00,2016-11-09,19:17:00,2,37.0
Business,Oakland,Berkeley,2.6,Meeting,2016-11-09,20:52:00,2016-11-09,21:02:00,2,10.0
Business,Central,Central,1.1,Meeting,2016-11-09,21:56:00,2016-11-09,22:02:00,2,6.0
Business,Berkeley,San Francisco,12.6,Temporary Site,2016-11-10,09:46:00,2016-11-10,10:15:00,3,29.0
Business,Tenderloin,SOMISSPO,1.2,Meeting,2016-11-10,10:20:00,2016-11-10,10:31:00,3,11.0
Business,SOMISSPO,Tenderloin,1.1,Meeting,2016-11-10,14:57:00,2016-11-10,15:07:00,3,10.0
Business,San Francisco,Oakland,9.9,Temporary Site,2016-11-10,15:17:00,2016-11-10,15:22:00,3,5.0
Business,Oakland,Berkeley,6.0,Meeting,2016-11-10,15:30:00,2016-11-10,15:53:00,3,23.0
Business,West Berkeley,Central,0.8,Meeting,2016-11-10,19:18:00,2016-11-10,19:21:00,3,3.0
Business,Berkeley,Menlo Park,45.9,Customer Visit,2016-11-11,09:35:00,2016-11-11,10:23:00,4,48.0
Business,Menlo Park,Palo Alto,4.0,Meeting,2016-11-11,12:58:00,2016-11-11,13:13:00,4,15.0
Business,Palo Alto,Menlo Park,2.5,Meeting,2016-11-11,14:20:00,2016-11-11,14:32:00,4,12.0
